41,5
65,54
21,9
47,44
25,3
6,17
55,62
29,9
52,45
19,21
29,70
9,15
45,57
62,31
42,65
63,31
57,50
59,51
25,21
61,63
31,3
45,21
49,53
21,1
65,69
29,4
49,47
35,60
69,67
69,58
20,3
7,1
11,13
41,49
43,20
66,55
66,51
3,6
57,65
43,41
30,11
49,58
31,11
47,67
48,43
20,17
69,60
39,53
5,4
43,67
26,11
65,33
39,51
33,8
64,39
51,62
69,46
63,58
17,7
38,63
56,41
57,42
56,63
35,55
7,13
12,15
40,1
63,51
62,33
17,13
59,56
61,55
25,58
39,55
61,43
27,9
56,47
60,57
36,59
9,21
12,3
45,59
13,15
34,49
15,27
65,61
65,31
42,47
59,55
30,1
12,17
51,52
38,3
41,43
67,63
37,54
17,28
32,15
39,7
39,60
40,49
37,53
67,56
26,5
53,40
9,2
42,7
6,15
45,37
67,65
55,40
13,3
51,59
35,43
1,16
51,49
18,5
69,63
65,40
34,1
67,55
61,67
37,46
46,67
47,56
29,54
37,65
57,43
65,55
43,44
51,61
24,1
61,45
41,14
30,19
35,44
4,1
63,54
17,5
47,54
6,3
7,23
17,23
55,27
60,61
35,53
67,31
40,51
55,47
25,11
47,60
28,15
45,45
57,38
20,9
40,3
7,7
49,42
39,69
43,56
21,25
5,19
64,49
41,1
45,0
60,59
28,17
69,49
16,3
7,21
31,55
37,17
61,46
27,65
7,0
19,19
65,37
1,5
27,3
44,57
23,5
25,9
45,65
39,15
48,55
34,15
63,42
59,42
4,27
22,3
38,51
3,15
15,25
47,48
24,49
43,65
63,52
39,49
61,37
45,43
7,11
4,37
27,63
12,11
59,67
12,23
27,53
61,53
40,5
59,41
34,59
36,15
36,51
46,69
9,22
69,53
63,61
38,65
13,27
9,23
63,44
29,5
4,7
35,59
3,23
0,31
51,66
8,19
23,1
43,59
19,14
17,6
65,50
3,9
43,61
15,15
33,49
27,57
14,31
21,14
53,47
7,17
19,64
7,16
39,41
7,18
33,12
55,41
51,60
57,51
27,7
57,31
59,49
37,55
46,59
15,20
39,40
23,11
9,19
13,25
35,11
35,61
27,17
60,51
15,7
44,59
47,45
43,57
19,11
3,1
17,26
3,5
29,19
43,47
13,14
57,39
15,5
15,22
56,67
55,60
54,69
53,65
11,19
1,15
31,52
59,37
47,33
39,57
1,0
33,47
65,62
11,20
61,50
21,15
25,8
51,39
3,16
63,66
54,51
67,48
35,15
45,67
44,47
15,11
65,58
5,13
52,57
5,8
41,54
59,64
5,9
47,59
63,68
51,45
6,21
15,18
68,65
9,17
58,65
41,51
55,49
33,21
69,57
37,47
67,41
13,30
11,3
11,30
41,65
61,66
19,12
63,49
3,21
28,5
24,17
32,1
60,37
29,1
39,47
62,55
43,55
53,51
39,59
31,10
10,23
33,55
49,63
5,10
52,35
28,59
69,61
41,24
31,12
65,63
48,49
14,1
10,17
33,67
15,26
39,58
59,40
13,4
55,39
63,67
29,3
33,11
37,57
43,3
59,27
47,38
10,19
51,50
3,24
31,53
50,65
57,52
19,10
41,38
53,59
17,1
10,1
42,59
39,17
49,62
30,39
51,47
2,7
40,65
37,69
67,68
39,42
57,45
63,39
37,45
62,63
54,55
15,8
58,25
67,69
60,47
44,39
16,19
11,15
51,42
45,51
40,55
9,7
55,56
31,58
5,25
25,1
41,15
35,13
27,1
56,57
13,1
66,57
19,1
32,51
16,15
44,65
42,51
42,43
29,56
51,67
31,54
13,19
15,3
53,37
59,45
49,65
59,47
45,64
33,9
53,63
21,5
41,55
38,47
59,63
16,29
61,15
33,1
62,57
41,21
19,7
45,41
61,47
50,41
41,39
55,57
49,68
58,53
3,14
63,43
55,43
63,57
3,3
49,46
13,18
61,35
22,9
57,57
17,3
38,1
53,49
33,51
57,47
23,6
66,61
19,15
17,16
48,45
57,36
33,54
53,57
47,57
31,5
33,61
33,4
18,9
1,21
61,40
59,70
27,19
67,40
24,57
1,14
30,7
23,15
35,52
39,6
53,38
55,65
41,17
13,13
63,64
28,13
5,5
26,1
39,67
69,55
19,24
1,28
3,22
64,31
39,45
33,44
17,19
51,2
18,1
35,57
19,3
23,9
67,29
39,65
0,9
15,17
11,6
53,64
45,4
7,19
27,55
39,68
63,41
41,19
3,19
25,10
11,5
43,6
2,19
47,53
32,57
38,67
68,51
9,14
63,65
47,49
37,41
1,18
38,41
57,46
15,1
63,33
63,47
31,18
13,20
63,55
4,17
39,52
45,55
53,36
58,67
64,69
41,61
16,5
58,33
11,23
66,31
61,69
53,67
37,8
41,63
19,4
68,63
22,1
25,13
15,12
69,54
37,43
16,9
57,67
37,39
49,61
34,17
53,60
13,9
53,41
50,59
58,35
62,37
21,13
31,67
36,1
67,66
20,7
55,69
59,48
14,7
33,57
65,60
67,30
14,25
39,46
14,3
31,57
13,11
51,35
0,21
15,24
35,12
11,21
45,49
41,60
55,63
11,2
29,20
69,65
8,15
45,53
42,69
38,7
69,69
1,17
10,13
18,23
13,23
45,1
45,62
65,53
37,61
1,10
52,69
43,53
37,38
33,56
1,13
62,45
7,10
5,20
23,12
35,50
55,52
51,55
47,43
67,35
16,1
13,6
43,2
59,65
65,41
5,3
55,51
59,69
27,51
21,58
60,63
1,24
38,15
67,61
35,64
26,19
33,41
29,15
61,41
49,59
23,10
19,16
35,46
8,3
21,0
53,54
57,61
21,11
61,49
35,47
67,33
51,64
60,35
41,45
63,53
63,45
20,21
17,31
35,65
70,51
17,11
43,1
13,5
24,7
53,43
61,52
59,39
49,69
17,30
35,42
1,3
41,53
17,22
61,65
13,22
55,35
58,61
35,2
59,53
60,67
37,66
46,51
21,21
65,45
37,51
3,17
56,39
26,13
22,7
14,13
57,44
41,18
60,55
52,51
6,25
59,61
1,12
5,2
64,47
58,63
1,9
27,56
19,2
35,10
4,23
62,61
44,67
5,21
53,45
67,25
13,17
59,35
2,3
65,36
36,41
26,15
66,39
53,68
23,14
39,5
41,3
70,63
31,9
27,11
31,1
44,69
17,12
59,59
55,37
65,67
30,55
30,67
55,67
10,9
40,13
61,36
28,9
1,1
65,51
56,49
61,29
34,13
25,17
40,43
24,3
65,35
1,7
45,38
67,45
3,13
1,4
2,9
36,13
31,15
1,11
47,69
8,21
45,48
15,29
46,45
39,43
5,17
17,15
67,52
55,34
62,43
53,55
25,65
41,46
59,44
19,18
13,28
57,58
15,23
27,13
31,17
15,9
33,13
63,48
67,49
37,15
53,61
9,1
59,43
42,55
3,11
68,59
49,51
42,53
50,47
35,51
18,19
41,48
21,7
61,51
10,5
49,49
67,67
41,57
48,67
64,37
23,24
24,13
35,16
52,53
19,13
21,4
2,25
17,33
53,62
12,27
17,17
8,11
5,33
23,17
22,17
64,53
40,21
21,20
43,45
61,39
58,59
59,68
47,51
55,59
37,44
32,61
47,47
39,1
21,16
17,14
53,48
7,5
63,35
51,56
11,16
4,11
55,33
25,4
43,51
51,48
29,2
62,69
31,7
41,67
19,5
27,2
49,55
39,8
7,9
69,51
49,52
68,55
49,67
41,58
29,63
63,34
65,65
21,3
46,63
69,70
35,49
63,25
43,43
66,67
33,15
51,63
61,61
58,49
57,37
60,43
53,66
31,59
39,44
53,42
32,7
65,29
35,48
44,1
39,3
57,69
42,3
18,7
27,15
5,23
67,37
47,63
56,69
65,43
55,61
45,47
33,53
38,49
23,3
51,53
57,63
53,69
57,49
67,59
35,56
15,19
57,41
51,41
27,5
51,69
45,3
65,64
29,12
5,1
44,45
63,29
62,49
37,1
39,63
7,30
59,54
23,13
63,37
7,3
54,43
69,68
65,46
35,19
33,59
44,53
11,24
35,1
31,14
50,69
11,26
11,1
69,62
61,59
65,34
47,70
4,19
31,13
31,49
16,11
65,59
33,66
27,10
11,17
